team,gp,off_plays,off_epa_per_play,off_yards_per_play,off_success_rate,off_explosive_rate,off_third_down_rate,off_third_down_conv_rate,off_pass_plays,off_pass_epa,off_pass_yards_per_att,off_pass_success_rate,off_pass_explosive_rate,off_air_yards_per_att,off_yac_per_rec,off_rush_plays,off_rush_epa,off_rush_yards_per_att,off_rush_success_rate,off_rush_explosive_rate,def_plays,def_epa_allowed,def_yards_per_play_allowed,def_success_rate_allowed,def_explosive_rate_allowed,def_third_down_rate_allowed,def_third_down_conv_rate_allowed,def_pass_plays,def_pass_epa_allowed,def_pass_yards_per_att_allowed,def_pass_success_rate_allowed,def_pass_explosive_rate_allowed,def_air_yards_per_att_allowed,def_yac_per_rec_allowed,def_rush_plays,def_rush_epa_allowed,def_rush_yards_per_att_allowed,def_rush_success_rate_allowed,def_rush_explosive_rate_allowed
CIN,2,114,-0.050880076767756244,4.307017543859649,0.42105263157894735,0.05263157894736842,0.24561403508771928,0.11403508771929824,74,-0.029186630072811554,5.364864864864865,0.4594594594594595,0.06756756756756757,7.779411764705882,4.285714285714286,40,-0.09101295315340394,2.35,0.35,0.025,142,0.02018455636727827,5.28169014084507,0.44366197183098594,0.056338028169014086,0.20422535211267606,0.1056338028169014,91,0.034717080231794865,6.175824175824176,0.4945054945054945,0.07692307692307693,6.659090909090909,5.821428571428571,51,-0.005746025430192521,3.6862745098039214,0.35294117647058826,0.0196078431372549
NO,2,134,-0.05968033478406541,4.641791044776119,0.43283582089552236,0.06716417910447761,0.1865671641791045,0.06716417910447761,82,-0.13513284500951966,4.7926829268292686,0.4268292682926829,0.036585365853658534,7.5,3.3653846153846154,52,0.059302469802227836,4.403846153846154,0.4423076923076923,0.11538461538461539,125,0.04594082520062339,4.984,0.448,0.08,0.216,0.112,75,0.05863354701121076,5.293333333333333,0.4666666666666667,0.05333333333333334,6.268656716417911,5.0,50,0.026901742484742353,4.52,0.42,0.12
SEA,2,113,-0.07302447713348902,5.530973451327434,0.45132743362831856,0.08849557522123894,0.21238938053097345,0.07964601769911504,58,-0.12373567494746145,7.310344827586207,0.46551724137931033,0.10344827586206896,8.4,4.657894736842105,55,-0.01954721398420898,3.6545454545454548,0.43636363636363634,0.07272727272727272,130,-0.031202089662334138,5.038461538461538,0.4230769230769231,0.07692307692307693,0.2230769230769231,0.09230769230769231,75,0.07374636722102751,6.16,0.4533333333333333,0.10666666666666667,6.3,5.826086956521739,55,-0.17431362177600912,3.5090909090909093,0.38181818181818183,0.03636363636363636
HOU,2,103,-0.10246947747224742,5.155339805825243,0.3786407766990291,0.11650485436893204,0.17475728155339806,0.038834951456310676,58,-0.2255123722628666,5.741379310344827,0.3793103448275862,0.1206896551724138,7.196078431372549,6.15625,45,0.05611914248010618,4.4,0.37777777777777777,0.1111111111111111,128,0.060288090046085506,5.140625,0.4765625,0.1015625,0.2109375,0.1015625,75,0.017783965226383158,5.533333333333333,0.44,0.10666666666666667,7.985074626865671,4.282608695652174,53,0.12043543648906052,4.584905660377358,0.5283018867924528,0.09433962264150944
CHI,2,127,-0.11904937910492015,5.165354330708661,0.3700787401574803,0.12598425196850394,0.1968503937007874,0.07874015748031496,74,-0.09591956903242155,5.445945945945946,0.3918918918918919,0.0945945945945946,8.823529411764707,3.642857142857143,53,-0.15134383090425785,4.773584905660377,0.33962264150943394,0.16981132075471697,109,0.13513056630089418,7.036697247706422,0.48623853211009177,0.14678899082568808,0.2018348623853211,0.06422018348623854,53,0.2695684793413488,8.867924528301886,0.5471698113207547,0.1320754716981132,8.145833333333334,6.472222222222222,56,0.00789468431617822,5.303571428571429,0.42857142857142855,0.16071428571428573
CAR,2,138,-0.12179099285572195,4.413043478260869,0.41304347826086957,0.057971014492753624,0.21739130434782608,0.09420289855072464,94,-0.1294516666177511,4.73404255319149,0.43617021276595747,0.06382978723404255,7.155555555555556,3.9622641509433962,44,-0.1054250080004779,3.727272727272727,0.36363636363636365,0.045454545454545456,107,0.14128048427357584,6.308411214953271,0.4672897196261682,0.102803738317757,0.19626168224299065,0.07476635514018691,56,0.1354663621168764,6.946428571428571,0.5,0.07142857142857142,6.963636363636364,5.361111111111111,51,0.14766461840642228,5.607843137254902,0.43137254901960786,0.13725490196078433
LV,2,125,-0.14873922508301757,4.864,0.368,0.128,0.248,0.112,83,-0.10626652505431619,5.819277108433735,0.37349397590361444,0.14457831325301204,8.447368421052632,5.9375,42,-0.2326733703778322,2.9761904761904763,0.35714285714285715,0.09523809523809523,121,-0.046005905126845006,5.413223140495868,0.4214876033057851,0.0743801652892562,0.2066115702479339,0.06611570247933884,79,0.12458851859972085,6.481012658227848,0.45569620253164556,0.0759493670886076,8.178082191780822,4.040816326530612,42,-0.3668858926125284,3.4047619047619047,0.35714285714285715,0.07142857142857142
CLE,2,143,-0.15781495572426088,4.538461538461538,0.38461538461538464,0.04895104895104895,0.23776223776223776,0.11188811188811189,97,-0.25936748887364375,5.0,0.4020618556701031,0.061855670103092786,6.290322580645161,4.559322033898305,46,0.05632842939508998,3.5652173913043477,0.34782608695652173,0.021739130434782608,99,0.009201045638762817,3.909090909090909,0.40404040404040403,0.050505050505050504,0.25252525252525254,0.10101010101010101,58,0.15536397222460216,5.0344827586206895,0.46551724137931033,0.06896551724137931,8.5,3.484848484848485,41,-0.19756602123876602,2.317073170731707,0.3170731707317073,0.024390243902439025
TEN,2,119,-0.2561655267196117,3.235294117647059,0.31932773109243695,0.05042016806722689,0.24369747899159663,0.06722689075630252,72,-0.2794921193749342,2.8472222222222223,0.2916666666666667,0.05555555555555555,8.344262295081966,4.645161290322581,47,-0.22043117201358575,3.8297872340425534,0.3617021276595745,0.0425531914893617,126,0.07442681767861355,6.063492063492063,0.4365079365079365,0.12698412698412698,0.20634920634920634,0.10317460317460317,75,0.028446822362020542,6.08,0.44,0.09333333333333334,6.506849315068493,4.708333333333333,51,0.14204445785007386,6.03921568627451,0.43137254901960786,0.17647058823529413
MIN,2,97,-0.3065106976737514,4.680412371134021,0.41237113402061853,0.09278350515463918,0.23711340206185566,0.07216494845360824,52,-0.534285542104679,4.923076923076923,0.36538461538461536,0.07692307692307693,9.0,4.583333333333333,45,-0.04330421077579053,4.4,0.4666666666666667,0.1111111111111111,125,-0.050172489572633545,5.152,0.408,0.12,0.216,0.072,61,-0.27093794501894236,5.016393442622951,0.3770491803278688,0.06557377049180328,7.053571428571429,3.676470588235294,64,0.16024458514962958,5.28125,0.4375,0.171875
