schedule_date,schedule_season,schedule_week,schedule_playoff,home_team,score_home,score_away,away_team,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail
1/9/2022,2021,18,False,MIN,31,17,CHI,MIN,-3.5,44.5,U.S. Bank Stadium,False,72.0,0.0,,indoor
1/9/2022,2021,18,False,NYG,7,22,WAS,WAS,-6.0,36,MetLife Stadium,False,38.0,0.0,64.0,
1/9/2022,2021,18,False,TB,41,17,CAR,TB,-10.5,43.5,Raymond James Stadium,False,80.0,4.0,99.0,
1/15/2022,2021,Wildcard,True,BUF,47,17,NE,BUF,-4.5,43,Highmark Stadium,False,7.0,8.0,66.0,
1/15/2022,2021,Wildcard,True,CIN,26,19,LV,CIN,-6.0,48.5,Paul Brown Stadium,False,31.0,12.0,63.0,
1/16/2022,2021,Wildcard,True,DAL,17,23,SF,DAL,-3.5,51,AT&T Stadium,False,72.0,0.0,,indoor
1/16/2022,2021,Wildcard,True,KC,42,21,PIT,KC,-12.5,47,Arrowhead Stadium,False,30.0,8.0,78.0,
1/16/2022,2021,Wildcard,True,TB,31,15,PHI,TB,-7.0,47,Raymond James Stadium,False,66.0,21.0,52.0,
1/17/2022,2021,Wildcard,True,LA,34,11,ARI,LAR,-3.5,49,SoFi Stadium,False,72.0,0.0,,indoor
1/22/2022,2021,Division,True,GB,10,13,SF,GB,-5.5,47,Lambeau Field,False,15.0,12.0,53.0,
1/22/2022,2021,Division,True,TEN,16,19,CIN,TEN,-4.0,48.5,Nissan Stadium,False,35.0,0.0,43.0,
1/23/2022,2021,Division,True,KC,42,36,BUF,KC,-2.5,54,Arrowhead Stadium,False,35.0,6.0,54.0,
1/23/2022,2021,Division,True,TB,27,30,LA,TB,-3.0,48,Raymond James Stadium,False,50.0,11.0,69.0,
1/30/2022,2021,Conference,True,KC,24,27,CIN,KC,-7.0,54.5,Arrowhead Stadium,False,41.0,4.0,41.0,
1/30/2022,2021,Conference,True,LA,20,17,SF,LAR,-3.5,46,SoFi Stadium,False,72.0,0.0,,indoor
2/13/2022,2021,Superbowl,True,CIN,20,23,LA,LAR,-4.5,48.5,SoFi Stadium,True,72.0,0.0,,indoor
