schedule_date,schedule_season,schedule_week,schedule_playoff,home_team,score_home,score_away,away_team,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail
1/3/2021,2020,17,False,IND,28,14,JAX,IND,-15.5,48,Lucas Oil Stadium,False,72.0,0.0,,indoor
1/3/2021,2020,17,False,KC,21,38,LAC,LAC,-6.5,43,Arrowhead Stadium,False,,,,
1/3/2021,2020,17,False,LA,18,7,ARI,LAR,-1.0,42,SoFi Stadium,False,72.0,0.0,,indoor
1/3/2021,2020,17,False,NE,28,14,NYJ,NE,-3.0,41,Gillette Stadium,False,,,,
1/3/2021,2020,17,False,NYG,23,19,DAL,DAL,-1.5,43.5,MetLife Stadium,False,,,,
1/3/2021,2020,17,False,PHI,14,20,WAS,WAS,-6.5,43.5,Lincoln Financial Field,False,,,,
1/3/2021,2020,17,False,SF,23,26,SEA,SEA,-7.0,45,Levi's Stadium,False,,,,
1/3/2021,2020,17,False,TB,44,27,ATL,TB,-7.0,51,Raymond James Stadium,False,,,,
1/9/2021,2020,Wildcard,True,BUF,27,24,IND,BUF,-7.0,50.5,New Era Field,False,34.0,6.0,59.0,
1/9/2021,2020,Wildcard,True,SEA,20,30,LA,SEA,-3.0,42.5,CenturyLink Field,False,39.0,1.0,91.0,
1/9/2021,2020,Wildcard,True,WAS,23,31,TB,TB,-10.0,45,FedEx Field,False,40.0,10.0,47.0,
1/10/2021,2020,Wildcard,True,NO,21,9,CHI,NO,-11.0,48,Mercedes-Benz Superdome,False,72.0,0.0,,indoor
1/10/2021,2020,Wildcard,True,PIT,37,48,CLE,PIT,-5.5,47.5,Heinz Field,False,34.0,1.0,72.0,
1/10/2021,2020,Wildcard,True,TEN,13,20,BAL,BAL,-3.5,53.5,Nissan Stadium,False,33.0,1.0,63.0,
1/16/2021,2020,Division,True,BUF,17,3,BAL,BUF,-2.5,49.5,New Era Field,False,34.0,13.0,81.0,
1/16/2021,2020,Division,True,GB,32,18,LA,GB,-7.0,45,Lambeau Field,False,35.0,13.0,69.0,
1/17/2021,2020,Division,True,KC,22,17,CLE,KC,-8.0,56,Arrowhead Stadium,False,40.0,13.0,62.0,
1/17/2021,2020,Division,True,NO,20,30,TB,NO,-2.5,53,Mercedes-Benz Superdome,False,72.0,0.0,,indoor
1/24/2021,2020,Conference,True,GB,26,31,TB,GB,-3.0,53,Lambeau Field,False,29.0,10.0,75.0,
1/24/2021,2020,Conference,True,KC,38,24,BUF,KC,-3.0,55,Arrowhead Stadium,False,40.0,7.0,70.0,
2/7/2021,2020,Superbowl,True,TB,31,9,KC,KC,-3.0,54.5,Raymond James Stadium,False,63.0,9.0,78.0,
